cofids_food_code,name,description,protein,fat,carbohydrate,kcal
11-589,Eccles cake,Recipe.,0.043,0.17,0.563,3.81
11-536,Currant buns,"9 samples, 5 supermarkets, 3 bakeries",0.08,0.056,0.526,2.8
11-617,Reduced fat cake,Manufacturer's data Sainsburys and Entemann's. Average of 10 assorted cakes,0.04,0.042,0.605,2.81
11-608,"Muffins, American style, chocolate chip",Recipe,0.063,0.182,0.523,3.85
11-616,Carrot cake with topping,"With topping, recipe",0.043,0.227,0.37,3.59
11-581,"Sponge cake, fatless","Basic recipe, whisking method",0.1,0.069,0.53,3.01
11-580,Sponge cake,"Basic recipe, creaming method",0.063,0.272,0.524,4.67
11-618,Rice cakes,Manufacturers' data average of 7 asssorted types,0.094,0.036,0.811,3.69
11-578,"Fruit cake, rich, iced, homemade",Coated with marzipan and Royal icing; recipe,0.036,0.098,0.659,3.5
11-645,Lardy cake,Recipe,0.068,0.163,0.537,3.76
11-579,"Fruit cake, wholemeal, homemade",Recipe,0.06,0.162,0.524,3.66
11-624,All-Bran loaf,Recipe,0.049,0.02,0.587,2.58
11-640,Cherry Cake,Recipe,0.05,0.163,0.617,3.99
11-641,Chocolate cake,Recipe,0.073,0.272,0.505,4.64
11-642,"Chocolate cake, with butter icing",Recipe,0.058,0.277,0.532,4.73
11-649,Welsh cakes,Recipe,0.056,0.198,0.619,4.32
11-644,Gingerbread,Recipe,0.057,0.13,0.647,3.83
11-646,Rock cakes,Recipe,0.054,0.169,0.606,4.01
11-647,Sponge cake with butter icing,Recipe,0.045,0.281,0.557,4.79
11-648,Swiss roll,Recipe,0.073,0.051,0.573,2.9
11-577,"Fruit cake, rich, homemade",Recipe,0.039,0.114,0.599,3.43
11-530,"Gateau, fruit, frozen","10 samples; fruit and cream sponge including strawberry, orange and lemon and tropical fruit",0.032,0.123,0.333,2.48
11-643,Coconut cake,Recipe,0.067,0.245,0.514,4.4
11-202,"Fruit cake, rich, retail",e.g. Dundee,0.049,0.125,0.507,3.22
11-532,"Sponge cake, with dairy cream and jam","10 samples, 8 brands. Frozen",0.043,0.109,0.439,2.8
11-194,Chinese cakes and biscuits,4 assorted samples,0.067,0.215,0.519,4.15
11-576,Crispie cakes,Recipe,0.057,0.18,0.738,4.61
11-207,"Rice flour cakes, glutinous,  Chinese",3 assorted samples,0.035,0.062,0.588,2.9
11-213,"Sponge cake, jam filled","10 cakes, 3 brands; sandwich and Swiss roll",0.042,0.049,0.642,3.02
11-418,Chocolate cup cake,"2 samples, 2 brands",0,0.051,0,0
11-419,Chocolate covered marshmallow teacake,"10 samples, 5 brands",0,0.163,0,0
11-422,"Sponge cake, butter cream, filling, retail",Data from TRANSFAIR study; 8 samples from different outlets,0,0.167,0,0
11-515,Jaffa cakes,Manufacturer's data McVities. Inorganics and vitamins calculated from recipe,0.04,0.081,0.769,3.77
11-573,Banana bread,Recipe,0.044,0.136,0.527,3.38
11-191,Cake mix,"10 samples, 3 brands",0.047,0.025,0.772,3.31
11-525,"Cake mix, made up",Made as packet directions. Fats analysed,0.053,0.116,0.524,3.22
11-574,Battenburg cake,Recipe. Ref. Wiles et al. 1980,0.056,0.168,0.531,3.73
11-533,"Swiss roll, chocolate, individual","10 samples, 5 brands, 4 bakeries",0.043,0.168,0.581,3.86
11-531,Madeira cake,10 samples including lemon,0.054,0.151,0.584,3.77
11-529,"Fruit cake, plain, retail","10 cakes, 4 brands; sultana",0.051,0.148,0.579,3.71
11-528,"Fancy iced cakes, individual",10 samples including French and fondant fancies,0.038,0.091,0.688,3.55
11-527,Chocolate fudge cake,"12 samples, 6 brands. Mixture of fresh and frozen",0.052,0.143,0.557,3.58
11-526,"Gateau, chocolate based, frozen","11 samples, including Black Forest gateau.",0.035,0.157,0.372,2.95
11-441,"Wheat flour, wholemeal","Data from Voluntary Flour Sampling Scheme VFSS, 1977-81 plus literature sources. Biscuit and cake flours are similar in composition to plain flour",0.127,0.022,0.639,3.1
11-433,"Chapati flour, brown","1 sample, single supplier",0.115,0.012,0.737,3.33
11-025,"Soya flour, full fat",Analytical and literature sources,0.368,0.235,0.235,4.47
11-026,"Soya flour, low fat",Analytical and literature sources,0.453,0.072,0.282,3.52
11-027,"Tapioca, raw","4 varieties, medium pearl, seed pearl, coarse and flake",0.004,0.001,0.95,3.59
11-029,"Wheat flour, patent",Mixed sample,0.108,0.013,0.78,3.47
11-024,"Semolina, raw","2 samples from different shops, coarse and fine",0.107,0.018,0.775,3.5
11-434,"Chapati flour, white","2 samples, different suppliers, same weights",0.098,0.005,0.776,3.35
11-435,Cornflour,3 samples from different shops,0.006,0.007,0.92,3.54
11-436,"Rye flour, whole",Analytical and literature sources,0.082,0.02,0.759,3.35
11-437,"Wheat flour, brown","Data from Voluntary Flour Sampling Scheme VFSS, 1977-81 plus literature sources. Biscuit and cake flours are similar in composition to plain flour",0.126,0.02,0.685,3.24
11-439,"Wheat flour, white, plain","Data from Voluntary Flour Sampling Scheme VFSS, 1977-81 plus literature sources. Biscuit and cake flours are similar in composition to plain flour",0.094,0.013,0.777,3.41
11-023,"Sago, raw",2 samples from different shops,0.002,0.002,0.94,3.55
11-440,"Wheat flour, white, self-raising","Data from Voluntary Flour Sampling Scheme VFSS, 1977-81 plus literature sources. Biscuit and cake flours are similar in composition to plain flour",0.089,0.012,0.756,3.3
11-438,"Wheat flour, white, breadmaking","Data from Voluntary Flour Sampling Scheme VFSS, 1977-81 plus literature sources. Biscuit and cake flours are similar in composition to plain flour",0.115,0.014,0.753,3.41
11-007,Bulgur wheat,"Refs. 2, 3, 5",0.097,0.017,0.763,3.53
11-622,Wheatgerm,Literature sources,0.267,0.092,0.447,3.57
11-002,"Barley, pearl, raw",2 samples from different shops; literature sources,0.079,0.017,0.836,3.6
11-021,Rice flour,Ref. 9,0.064,0.008,0.801,3.66
11-003,"Barley, pearl, boiled","2 samples from different shops, boiled in water",0.027,0.006,0.276,1.2
11-004,"Barley, whole grain, raw",Literature sources,0.106,0.021,0.64,3.01
11-006,Buckwheat,"Literature sources, as groats",0.081,0.015,0.849,3.64
11-001,Arrowroot,2 samples from different shops,0.004,0.001,0.94,3.55
11-011,"Cornmeal, sifted","Analytical and literature sources, ref. 8",0.094,0.033,0.731,3.68
11-012,"Cornmeal, unsifted","Ref. 8 Na, K ref. 9",0.093,0.038,0.715,3.53
11-013,Custard powder,"Taken as cornflour except Na, Cl and Cu",0.006,0.007,0.92,3.54
11-014,Gari,"Cassava, fermented, dried. Ref. 8",0.01,0.011,0.827,3.51
11-015,"Hominy, raw",Ref. 5,0.087,0.008,0.777,3.62
11-016,Millet flour,Ref. 9 foxtail millet,0.058,0.017,0.754,3.54
11-017,"Oatmeal, raw",Analytical and literature sources,0.124,0.087,0.728,4.01
11-018,"Oatmeal, quick cook, raw","10 samples, 8 brands",0.112,0.092,0.66,3.75
11-005,"Bran, wheat",Analytical and literature sources,0.141,0.055,0.268,2.06
11-161,"Rusks, plain","10 samples, 4 brands",0.065,0.079,0.828,4.08
11-163,"Rusks, flavoured","15 samples, 2 brands, assorted flavours",0.068,0.09,0.781,4.01
11-162,"Rusks, low sugar","10 samples, 5 brands, plain and flavoured",0.086,0.097,0.778,4.14
11-160,"Baby cereals, wheat-based","10 samples, 4 brands",0.188,0.058,0.703,3.91
11-158,"Baby cereals, rice-based","10 samples, 4 brands",0.109,0.048,0.796,3.86
11-164,"Rusks, wholemeal","8 samples, 1 brand Farleys",0.083,0.101,0.765,4.11
11-159,"Baby cereals, various cereal-based","17 samples, 10 varieties, e.g. oat based, mixed cereal and fruit, etc.",0.114,0.091,0.724,3.99
11-449,"Pasta, plain, fresh, raw","12 Samples, assorted types e.g. Spaghetti, Tagliatelle, Lasagne",0.113,0.024,0.555,2.74
11-626,"Noodles, egg, fried",Recipe,0.02,0.118,0.112,1.56
11-621,"Ravioli, canned in tomato sauce","10 samples, 4 brands",0.03,0.022,0.103,0.7
11-562,Macaroni cheese,Recipe,0.067,0.099,0.122,1.62
11-455,"Spaghetti, wholemeal, boiled","Water content weighed, other nutrients calculated from raw",0.047,0.009,0.232,1.13
11-454,"Spaghetti, wholemeal, raw","10 samples, 5 brands",0.134,0.025,0.662,3.24
11-453,"Spaghetti, white, boiled","10 samples, 7 brands boiled in water",0.036,0.007,0.222,1.04
11-452,"Spaghetti, white, raw","10 samples, 7 brands",0.12,0.018,0.741,3.42
11-451,"Pasta, fresh, cheese and vegetable stuffed, cooked","10 Samples,  Tortellini, Agnolotti, Ravioli",0.077,0.046,0.258,1.69
11-450,"Pasta, plain, fresh, cooked","12 Samples, 8 brands including spaghetti, tagliatelle, lasagne, linguine and fusilli",0.066,0.015,0.318,1.59
11-448,"Macaroni, boiled","10 samples, 7 brands boiled in water",0.03,0.005,0.185,0.86
11-447,"Macaroni, raw","10 samples, 7 brands; literature sources",0.12,0.018,0.758,3.48
11-065,"Vermicelli, raw",Ref. 2,0.087,0.004,0.783,3.55
11-060,"Noodles, rice, dried",Ref. 9,0.049,0.001,0.815,3.6
11-059,"Noodles, plain, boiled","10 samples, 6 brands boiled in water",0.024,0.004,0.13,0.62
11-058,"Noodles, plain, raw","10 samples, 6 brands",0.117,0.062,0.761,3.88
11-056,"Noodles, egg, boiled","10 samples, 8 brands boiled in water",0.022,0.005,0.13,0.62
11-055,"Noodles, egg, raw","10 samples, 8 brands",0.121,0.082,0.717,3.91
11-051,"Lasagna, sheets, raw","10 samples, 7 brands lasagna and cannelloni",0.119,0.02,0.748,3.46
11-052,"Lasagna, sheets, boiled",Calculation from raw,0.03,0.006,0.22,1
11-585,"Shortcrust pastry, cooked",Recipe,0.066,0.326,0.543,5.24
11-587,"Wholemeal pastry, cooked",Recipe. Ref. Wiles et al.  1980,0.089,0.332,0.446,5.01
11-652,"Choux pastry, cooked",Recipe,0.084,0.207,0.298,3.32
11-650,Cheese pastry,Recipe,0.132,0.343,0.372,5.01
11-586,"Wholemeal pastry, raw",Recipe. Ref. Wiles et al. 1980,0.077,0.287,0.385,4.33
11-583,"Flaky pastry, cooked",Recipe,0.056,0.41,0.46,5.64
11-224,"Puff pastry, frozen, raw","10 samples, 2 brands",0.057,0.235,0.37,3.73
11-582,"Flaky pastry, raw",Recipe,0.042,0.311,0.348,4.27
11-584,"Shortcrust pastry, raw",Recipe,0.057,0.281,0.468,4.51
11-227,"Shortcrust pastry, frozen, raw","10 samples, 2 brands",0.045,0.284,0.443,4.4
11-651,"Choux pastry, raw",Recipe,0.055,0.134,0.194,2.16
11-703,"Fruit pie, with pie filling",recipe,0.032,0.147,0.349,2.76
11-691,Bread and butter pudding,Recipe,0.062,0.079,0.169,1.6
11-693,"Crumble, with pie filling",Recipe,0.019,0.074,0.367,2.12
11-694,"Crumble, apple",Recipe,0.018,0.072,0.35,2.01
11-695,"Crumble, fruit","Recipe, apple, plum, gooseberry, rhubarb",0.02,0.072,0.339,2
11-696,Eve's pudding,Recipe using apples only,0.033,0.136,0.306,2.51
11-698,"Flan case, pastry",Recipe,0.07,0.343,0.569,5.5
11-699,"Flan case, sponge",Recipe,0.096,0.069,0.536,3.02
11-700,"Flan, pastry, with fruit","Recipe. Apple and tinned gooseberry, plum, rhubarb",0.013,0.045,0.197,1.2
11-685,Bakewell tart,Recipe,0.068,0.305,0.438,4.66
11-702,"Pancakes, sweet, made with skimmed milk",Recipe,0.06,0.14,0.348,2.8
11-687,"Fruit pie, wholemeal, pastry top and bottom, blackcurrant",Recipe,0.041,0.138,0.306,2.55
11-704,"Fruit pie, wholemeal, with pie filling",Recipe,0.042,0.15,0.306,2.66
11-705,Queen of Puddings,Recipe,0.051,0.079,0.342,1.95
11-706,Sponge pudding,Recipe,0.057,0.168,0.451,3.44
11-707,"Sponge pudding, with dried fruit",Recipe,0.053,0.148,0.48,3.35
11-708,"Sponge pudding, with jam or treacle",Recipe,0.051,0.148,0.486,3.36
11-709,Spotted dick,Recipe,0.048,0.166,0.473,3.46
11-710,Suet pudding,Recipe,0.05,0.181,0.454,3.54
11-701,"Flan, sponge, with fruit","Recipe. Apple and tinned gooseberry, plum, rhubarb",0.026,0.017,0.236,1.15
11-548,Lemon meringue pie,"8 samples, 4 brands. Fresh and frozen",0.029,0.085,0.435,2.51
11-291,"Christmas pudding, retail","10 samples, 4 brands",0.03,0.118,0.563,3.29
11-426,"Bakewell tart, individual","10 samples, 3 brands; cherry",0,0.184,0,0
11-427,"Rice desserts, with fruit, individual, chilled","7 samples, 2 brands; apple, strawberry, and raspberry. Rice pudding dessert with puréed
fruit",0,0.022,0,0
11-692,"Christmas pudding, homemade",Recipe,0.053,0.099,0.546,3.16
11-547,"Fruit pie, individual","10 pies, as purchased, 3 brands; apple, blackcurrant, blackberry, apricot",0.043,0.14,0.567,3.56
11-684,"Apple pie, wholemeal, pastry top and bottom",Recipe,0.038,0.138,0.317,2.58
11-549,"Sponge pudding, canned",10 assorted samples of the same brand,0.031,0.091,0.454,2.65
11-594,Bread pudding,Recipe,0.059,0.095,0.48,2.89
11-595,"Crumble, fruit, wholemeal","Recipe. Apple, gooseberry, plum, rhubarb",0.026,0.074,0.316,1.95
11-683,"Apple pie, pastry top and bottom",Recipe,0.029,0.135,0.356,2.67
11-597,"Fruit pie, pastry top and bottom",Recipe. Ref. Wiles et al. 1980,0.031,0.136,0.339,2.62
11-598,"Fruit pie, pastry top and bottom, blackcurrant",Recipe. Ref. Wiles et al. 1980,0.031,0.135,0.345,2.63
11-599,"Fruit pie, wholemeal, one crust","Recipe. Ref. Wiles et al. 1980. Apple, gooseberry, plum, rhubarb",0.027,0.083,0.265,1.85
11-600,"Fruit pie, wholemeal, pastry top and bottom","Recipe. Ref. Wiles et al. 1980. Apple, gooseberry, plum, rhubarb",0.04,0.138,0.3,2.53
11-601,"Pancakes, sweet, made with whole milk",Recipe,0.06,0.163,0.349,3.02
11-602,Treacle tart,Recipe,0.039,0.142,0.628,3.79
11-681,"Apple pie, one crust",Recipe,0.018,0.081,0.311,1.97
11-682,"Apple pie, wholemeal, one crust",Recipe,0.024,0.083,0.288,1.92
11-596,"Fruit pie, one crust","Recipe. Apple, gooseberry, plum, rhubarb",0.021,0.082,0.288,1.9
11-546,"Crumble, fruit, retail","10 samples, including apple, apple and blackberry and rhubarb. Fresh and frozen",0.024,0.083,0.36,2.19
11-443,"Brown rice, boiled","Water content weighed, other nutrients calculated from raw",0.026,0.011,0.321,1.41
11-444,"Egg fried rice, takeaway",10 samples from different outlets,0.043,0.049,0.333,1.86
11-445,"White rice, easy cook, raw","10 samples, 9 different brands, parboiled",0.073,0.036,0.858,3.83
11-446,"White rice, easy cook, boiled",Calculation from raw,0.026,0.013,0.309,1.38
11-038,"Red rice, boiled",Calculation from raw,0.018,0.004,0.185,0.8
11-561,"Pilau, plain",Recipe from a personal collection,0.023,0.046,0.248,1.42
11-610,"White rice, fried","Recipe, fried with onions in vegetable oil",0.025,0.041,0.259,1.44
11-442,"Brown rice, raw",5 assorted samples,0.067,0.028,0.813,3.57
11-620,"Savoury rice, cooked","Calculation from raw, boiled in water",0.029,0.035,0.263,1.42
11-049,"White rice, polished, raw",5 samples from different shops; literature sources,0.065,0.01,0.868,3.61
11-048,"White rice, parboiled","Refs. 5, 9",0.067,0.01,0.793,3.64
11-047,"White rice, glutinous, boiled",Calculation from raw,0.017,0.003,0.147,0.65
11-046,"White rice, glutinous, raw",Ref. 9,0.084,0.016,0.749,3.59
11-044,"White rice, flaked, raw",Ref. 4,0.066,0.012,0.775,3.46
11-039,"Savoury rice, raw","10 samples, 5 varieties, meat and vegetable",0.084,0.103,0.774,4.15
11-041,"White rice, basmati, raw",Ref. 1,0.074,0.005,0.798,3.59
11-037,"Red rice, raw",Ref. 9,0.074,0.016,0.76,3.54
11-050,"White rice, polished, boiled",5 samples boiled in water; literature sources,0.022,0.003,0.296,1.23
11-479,Granary rolls,"10 samples, pre-packed, freshly backed",0.1,0.042,0.427,2.38
11-484,Wholemeal rolls,10 samples,0.104,0.033,0.461,2.44
11-483,"White rolls, soft",10 samples,0.093,0.026,0.515,2.54
11-482,"White rolls, crusty",10 samples,0.092,0.022,0.549,2.62
11-480,Croissants,"10 samples, 7 brands",0.083,0.197,0.433,3.73
11-478,"Brown rolls, soft","14 samples of 6 rolls, different shops",0.099,0.032,0.448,2.36
11-477,"Brown rolls, crusty","12 samples of 6 rolls, different shops",0.103,0.028,0.504,2.55
11-402,"Croissants, sweet, retail",4 samples from assorted outlets,0,0.183,0,0
11-401,"Croissants, savoury, retail",4 samples from assorted outlets,0,0.235,0,0
11-122,Morning rolls,"5 samples of 6 rolls, Scotland only",0.104,0.031,0.533,2.69
11-481,Hamburger buns,5 packets of 6 buns including frozen,0.091,0.05,0.488,2.64
11-714,"Pancakes, savoury, wholemeal, made with whole milk",Recipe,0.073,0.157,0.203,2.47
11-603,Dumplings,Recipe,0.028,0.117,0.245,2.08
11-604,"Pancakes, savoury, made with whole milk",Recipe,0.064,0.155,0.239,2.55
11-605,"Risotto, plain",Recipe,0.035,0.097,0.351,2.33
11-606,"Stuffing, sage and onion",Recipe,0.061,0.151,0.29,2.69
11-607,"Yorkshire pudding, made with whole milk",Recipe,0.067,0.101,0.246,2.1
11-711,Pakoras,Recipe,0.072,0.081,0.197,1.73
11-713,"Yorkshire pudding, made with skimmed milk",Recipe,0.067,0.075,0.244,1.86
11-338,Chinese flaky pastries,3 assorted samples with bean and vegetable paste filling,0.054,0.164,0.593,3.92
11-551,"Prawn crackers, takeaway",10 samples from different outlets,0.003,0.39,0.582,5.7
11-712,"Pancakes, savoury, made with skimmed milk",Recipe,0.065,0.128,0.238,2.3
11-550,"Cheese and onion rolls, pastry","Oven-baked pastry, 3 brands",0.082,0.2,0.304,3.27
11-428,"Cheese nachos, takeaway","10 samples from different outlets, nachos 
with melted cheese",0,0.181,0,0
17-372,"Stuffing mix, dried, made up",Made up according to packet directions,0.028,0.015,0.193,0.97
17-371,"Stuffing mix, dried","10 samples, 4 brands; assorted flavours",0.099,0.052,0.672,3.38
11-357,"Spaghetti, canned in tomato sauce","10 samples, 3 brands",0.019,0.004,0.141,0.64
11-356,"Spaghetti, canned in bolognese sauce",10 samples of the same brand Heinz,0.033,0.03,0.122,0.86
11-344,"Meat buns, Chinese","2 assorted samples, barbecued pork",0.088,0.095,0.384,2.65
11-339,Couscous,"Doughy paste made from millet, ref. 8",0.057,0.01,0.513,2.27
11-337,Chevra and chana chur,Equal weights of the 2 varieties,0.158,0.392,0.328,5.39
11-343,Masur,"Savoury snack, 5 assorted samples",0.049,0.535,0.382,6.44
11-566,"Sandwich, Ham salad, white bread",Recipe from University of North London survey of commercial sandwiches,0.082,0.045,0.25,1.67
11-567,"Sandwich, Egg mayonnaise, white bread",Recipe from University of North London survey of commercial sandwiches,0.084,0.12,0.285,2.49
11-568,"Sandwich, Tuna mayonnaise, white bread",Recipe from University of North London survey of commercial sandwiches,0.121,0.105,0.253,2.37
11-564,"Sandwich, Cheddar cheese and pickle, white bread",Recipe from University of North London survey of commercial sandwiches,0.12,0.149,0.287,2.9
11-563,"Sandwich, Bacon, lettuce and tomato, white bread",Recipe from University of North London survey of commercial sandwiches,0.082,0.124,0.241,2.35
11-565,"Sandwich, Chicken salad, white bread",Recipe from University of North London survey of commercial sandwiches,0.107,0.053,0.226,1.75
11-557,"Pizza, vegetarian","30 samples, 7 brands, includes chilled and takeaway, thin base and deep pan",0.108,0.069,0.296,2.16
11-614,"Pizza, cheese and tomato, thin base","10 samples, 7 brands, takeaway",0.144,0.103,0.339,2.77
11-613,"Pizza, cheese and tomato, deep pan","10 samples, 7 brands, takeaway",0.124,0.075,0.351,2.49
11-560,"Pizza, fish topped, takeaway","18 samples, 8 brands, prawn and tuna toppings, includes thin base and deep pan",0.133,0.075,0.28,2.26
11-558,"Pizza, ham and pineapple, chilled","10 samples, 5 brands, includes thin base and deep pan",0.135,0.086,0.344,2.6
